Player_Name,Player_Type,Role,Runs,Balls_Faced,Strike_Rate,Opponent_Team,Opponent_Bowler,Bowler_Type,Bowler_Variation,Ball_Line,Ball_Length,How_Out,Ground,Country,Ground_Type,Ground_Dimensions,Pitch_Type,Weather,Shot_Strength,Weakness
Dananjaya De Silva,All-rounder,7,22,36,61.11,India,Hardik,Right Arm Medium,Knuckle Ball,Wide,Full,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Off-side,Right Arm Mystery
Sadeera samarawickrama,Batsman,4,38,50,76.0,England,Curran,Left Arm Medium,Swing,Middle stump,Bouncer,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Short Ball,Left Arm Chinaman
Dananjaya De Silva,All-rounder,5,39,140,27.85,Australia,Zampa,Right Arm Leg Spin,Slider,Off stump,Full,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,Pace,Right Arm Mystery
Oshada fernando,Batsman,4,2,3,66.66,Pakistan,Naseem,Right Arm Fast,Bouncer,Off stump,Bouncer,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Off-side,Right Arm Leg Spin
Sadeera samarawickrama,Batsman,4,0,4,0.0,Pakistan,Shaheen,Left Arm Fast,Yorker,Off stump,Good length,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Off-side,Left Arm Orthodox
Kusal mendis,Batsman,3,13,8,162.5,India,Thakur,Right Arm Medium,Slower Ball,Leg stump,Full,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Off-side,Right Arm Fast
Dananjaya De Silva,All-rounder,3,14,47,29.78,England,Curran,Left Arm Medium,Cutter,Leg stump,Short,Stumped,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Pace,Right Arm Mystery
Kusal mendis,Batsman,3,2,4,50.0,England,Jacks,Right Arm Off Spin,Arm Ball,Wide,Full,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Spin,Right Arm Fast
Avishka Fernando,Batsman,2,33,33,100.0,India,Kuldeep,Left Arm Wrist Spin,Googly,Middle stump,Full,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Off-side,Right Arm Mystery
Pathum Nissanka,Batsman,1,5,12,41.66,Pakistan,Wasim Jr,Left Arm Medium,Cutter,Off stump,Short,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Off-side,Left Arm Fast
Kusal mendis,Batsman,3,50,73,68.49,Pakistan,Haris,Right Arm Fast,Bouncer,Off stump,Yorker,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Short Ball,Right Arm Fast
Dananjaya De Silva,All-rounder,6,25,63,39.68,Bangladesh,Ebadot,Right Arm Fast,Yorker,Leg stump,Good length,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,On-side,Right Arm Mystery
Kusal mendis,Batsman,3,13,8,162.5,India,Ashwin,Right Arm Off Spin,Off Break,Wide,Good length,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Short Ball,Right Arm Medium
Kusal mendis,Batsman,4,55,48,114.58,England,Archer,Right Arm Fast,Yorker,Wide,Full,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Pace,Left Arm Medium
Kusal mendis,Batsman,2,0,1,0.0,India,Ashwin,Right Arm Off Spin,Arm Ball,Leg stump,Yorker,Run Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Pace,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,3,0,7,0.0,England,Willey,Left Arm Medium,Swing,Middle stump,Yorker,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Off-side,Right Arm Fast
Dananjaya De Silva,All-rounder,7,0,6,0.0,South Africa,Maharaj,Left Arm Orthodox,Arm Ball,Off stump,Full,Run Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Pace,Right Arm Medium
Dananjaya De Silva,All-rounder,7,0,6,0.0,Pakistan,Usama Mir,Right Arm Leg Spin,Topspin,Wide,Bouncer,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Spin,Left Arm Chinaman
Kusal mendis,Batsman,5,24,31,77.41,Bangladesh,Taijul,Left Arm Orthodox,Arm Ball,Middle stump,Short,Run Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Short Ball,Left Arm Chinaman
Dananjaya De Silva,All-rounder,6,5,19,26.31,Pakistan,Abrar,Right Arm Mystery,Carrom Ball,Off stump,Yorker,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Right Arm Leg Spin
Kusal mendis,Batsman,3,11,10,110.0,Bangladesh,Taskin,Right Arm Fast,Yorker,Middle stump,Bouncer,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Off-side,Left Arm Chinaman
Dananjaya De Silva,All-rounder,6,14,27,51.85,Pakistan,Shadab,Right Arm Leg Spin,Slider,Middle stump,Bouncer,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Pace,Left Arm Medium
Dananjaya De Silva,All-rounder,4,22,42,52.38,Australia,Stoinis,Right Arm Medium,Knuckle Ball,Leg stump,Short,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Off-side,Left Arm Chinaman
Kusal mendis,Batsman,3,17,14,121.42,South Africa,Hendricks,Left Arm Medium,Swing,Wide,Short,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Off-side,Left Arm Medium
Pathum Nissanka,Batsman,1,77,83,92.77,Australia,Starc,Left Arm Fast,Bouncer,Middle stump,Short,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Spin,Left Arm Chinaman
Dananjaya De Silva,All-rounder,5,2,9,22.22,Bangladesh,Shakib,Left Arm Orthodox,Drift,Wide,Bouncer,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Off-side,Left Arm Medium
Kusal mendis,Batsman,3,29,34,85.29,England,Livingstone,Right Arm Off Spin,Arm Ball,Leg stump,Yorker,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Off-side,Left Arm Orthodox
Kusal mendis,Batsman,3,86,87,98.85,India,Thakur,Right Arm Medium,Knuckle Ball,Middle stump,Full,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Right Arm Fast
Dananjaya De Silva,All-rounder,9,17,17,100.0,Pakistan,Abrar,Right Arm Mystery,Carrom Ball,Wide,Short,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Short Ball,Left Arm Wrist Spin
Charith Asalanka,All-rounder,5,77,71,108.45,Pakistan,Dahani,Right Arm Fast,Yorker,Wide,Yorker,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Spin,Left Arm Orthodox
Dananjaya De Silva,All-rounder,7,48,79,60.75,South Africa,Phehlukwayo,Right Arm Medium,Knuckle Ball,Wide,Short,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Spin,Right Arm Off Spin
Dananjaya De Silva,All-rounder,7,59,81,72.83,South Africa,Magala,Right Arm Fast,Slower Ball,Wide,Yorker,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Off-side,Right Arm Mystery
Kusal mendis,Batsman,3,62,94,65.95,England,Topley,Left Arm Medium,Cutter,Middle stump,Full,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,On-side,Right Arm Fast
Kusal mendis,Batsman,4,5,14,35.71,Australia,Hazlewood,Right Arm Fast,Bouncer,Leg stump,Bouncer,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,On-side,Right Arm Fast
Sadeera samarawickrama,Batsman,5,0,1,0.0,South Africa,Fortuin,Left Arm Orthodox,Drift,Leg stump,Yorker,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Short Ball,Right Arm Medium
Avishka Fernando,Batsman,1,6,14,42.85,South Africa,Magala,Right Arm Fast,Bouncer,Leg stump,Yorker,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Off-side,Right Arm Medium
Dananjaya De Silva,All-rounder,6,50,92,54.34,Pakistan,Haris,Right Arm Fast,Bouncer,Off stump,Bouncer,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Spin,Right Arm Off Spin
Dananjaya De Silva,All-rounder,6,98,185,52.97,Bangladesh,Shakib,Left Arm Orthodox,Drift,Off stump,Yorker,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,On-side,Right Arm Medium
Sadeera samarawickrama,Batsman,4,18,12,150.0,Pakistan,Rauf,Right Arm Fast,Yorker,Middle stump,Bouncer,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,On-side,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,7,50,71,70.42,Australia,Cummins,Right Arm Fast,Bouncer,Wide,Full,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,On-side,Left Arm Fast
Dananjaya De Silva,All-rounder,6,69,111,62.16,Australia,Hazlewood,Right Arm Fast,Yorker,Wide,Yorker,LBW,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Off-side,Left Arm Medium
Charith Asalanka,All-rounder,5,0,5,0.0,Bangladesh,Taijul,Left Arm Orthodox,Arm Ball,Leg stump,Full,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Short Ball,Left Arm Fast
Dananjaya De Silva,All-rounder,6,74,84,88.09,India,Bishnoi,Right Arm Leg Spin,Googly,Off stump,Short,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Pace,Left Arm Chinaman
Avishka Fernando,Batsman,2,34,50,68.0,Pakistan,Usama Mir,Right Arm Leg Spin,Topspin,Wide,Yorker,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,3,1,14,7.14,England,Archer,Right Arm Fast,Slower Ball,Middle stump,Yorker,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,36,62,58.06,South Africa,Nortje,Right Arm Fast,Slower Ball,Leg stump,Full,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Off-side,Right Arm Medium
Avishka Fernando,Batsman,2,0,2,0.0,South Africa,Maharaj,Left Arm Orthodox,Arm Ball,Off stump,Yorker,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,On-side,Left Arm Medium
Dananjaya De Silva,All-rounder,7,129,280,46.07,Pakistan,Nawaz,Left Arm Orthodox,Drift,Middle stump,Full,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Pace,Left Arm Fast
Kusal mendis,Batsman,4,94,73,128.76,Australia,Hazlewood,Right Arm Fast,Bouncer,Wide,Yorker,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Off-side,Left Arm Chinaman
Dananjaya De Silva,All-rounder,6,39,50,78.0,Australia,Stoinis,Right Arm Medium,Knuckle Ball,Wide,Good length,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Spin,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,6,40,77,51.94,Bangladesh,Mustafizur,Left Arm Medium,Swing,Middle stump,Yorker,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Off-side,Left Arm Chinaman
Avishka Fernando,Batsman,2,0,1,0.0,Pakistan,Shaheen,Left Arm Fast,Yorker,Wide,Full,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Spin,Right Arm Off Spin
Kusal mendis,Batsman,3,56,22,254.54,Australia,Cummins,Right Arm Fast,Yorker,Off stump,Short,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Spin,Right Arm Mystery
Pathum Nissanka,Batsman,1,14,13,107.69,Australia,Cummins,Right Arm Fast,Yorker,Wide,Bouncer,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,On-side,Left Arm Medium
Sadeera samarawickrama,Batsman,4,3,5,60.0,Bangladesh,Shakib,Left Arm Orthodox,Arm Ball,Wide,Good length,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Pace,Left Arm Orthodox
Sadeera samarawickrama,Batsman,4,23,19,121.05,Australia,Starc,Left Arm Fast,Yorker,Leg stump,Yorker,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Spin,Right Arm Mystery
Kusal mendis,Batsman,3,19,30,63.33,England,Willey,Left Arm Medium,Swing,Wide,Full,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,On-side,Left Arm Medium
Dananjaya De Silva,All-rounder,5,79,106,74.52,England,Wood,Right Arm Fast,Slower Ball,Middle stump,Short,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Off-side,Right Arm Off Spin
Dananjaya De Silva,All-rounder,5,1,19,5.26,India,Kuldeep,Left Arm Wrist Spin,Googly,Middle stump,Full,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Short Ball,Right Arm Off Spin
Dananjaya De Silva,All-rounder,6,14,27,51.85,Australia,Stoinis,Right Arm Medium,Knuckle Ball,Middle stump,Bouncer,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Off-side,Right Arm Medium
Kusal mendis,Batsman,4,3,13,23.07,South Africa,Phehlukwayo,Right Arm Medium,Knuckle Ball,Leg stump,Good length,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,On-side,Left Arm Fast
Dananjaya De Silva,All-rounder,5,41,52,78.84,Bangladesh,Shoriful,Left Arm Fast,Yorker,Wide,Short,Run Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,On-side,Left Arm Chinaman
Kusal mendis,Batsman,3,9,13,69.23,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Off stump,Good length,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Off-side,Left Arm Medium
Charith Asalanka,All-rounder,5,0,5,0.0,South Africa,Ngidi,Right Arm Fast,Bouncer,Leg stump,Short,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Pace,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,0,1,0.0,Australia,Stoinis,Right Arm Medium,Knuckle Ball,Middle stump,Yorker,Stumped,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,On-side,Left Arm Orthodox
Dananjaya De Silva,All-rounder,3,119,219,54.33,Bangladesh,Nasum,Left Arm Orthodox,Arm Ball,Leg stump,Yorker,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Pace,Right Arm Fast
Dananjaya De Silva,All-rounder,5,8,10,80.0,Australia,Agar,Left Arm Spin,Standard,Wide,Good length,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Spin,Right Arm Mystery
Dananjaya De Silva,All-rounder,6,33,60,55.0,England,Wood,Right Arm Fast,Yorker,Leg stump,Good length,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Pace,Left Arm Medium
Charith Asalanka,All-rounder,5,47,71,66.19,India,Siraj,Right Arm Fast,Bouncer,Wide,Short,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,On-side,Left Arm Fast
Kusal mendis,Batsman,3,15,16,93.75,Pakistan,Shaheen,Left Arm Fast,Bouncer,Off stump,Full,Not Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,On-side,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,6,58,95,61.05,England,Woakes,Right Arm Medium,Slower Ball,Leg stump,Good length,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Off-side,Right Arm Mystery
Pathum Nissanka,Batsman,1,9,18,50.0,Australia,Zampa,Right Arm Leg Spin,Slider,Leg stump,Good length,Run Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Short Ball,Left Arm Fast
Kusal mendis,Batsman,4,20,25,80.0,Pakistan,Naseem,Right Arm Fast,Slower Ball,Leg stump,Full,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Spin,Right Arm Off Spin
Kusal mendis,Batsman,4,54,58,93.1,Australia,Starc,Left Arm Fast,Yorker,Wide,Full,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Off-side,Left Arm Orthodox
Charith Asalanka,All-rounder,5,13,12,108.33,England,Woakes,Right Arm Medium,Knuckle Ball,Leg stump,Full,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Spin,Left Arm Chinaman
Avishka Fernando,Batsman,1,29,27,107.4,Australia,Maxwell,Right Arm Off Spin,Off Break,Leg stump,Bouncer,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Short Ball,Left Arm Fast
Pathum Nissanka,Batsman,1,114,113,100.88,Australia,Stoinis,Right Arm Medium,Knuckle Ball,Off stump,Yorker,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Short Ball,Left Arm Medium
Kusal mendis,Batsman,3,0,1,0.0,India,Chahal,Right Arm Leg Spin,Googly,Off stump,Yorker,Run Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Off-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,3,60,109,55.04,Australia,Zampa,Right Arm Leg Spin,Googly,Leg stump,Bouncer,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Pace,Right Arm Medium
Avishka Fernando,Batsman,1,50,71,70.42,Australia,Agar,Left Arm Spin,Standard,Wide,Bouncer,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,On-side,Left Arm Fast
Sadeera samarawickrama,Batsman,4,0,4,0.0,Bangladesh,Taijul,Left Arm Orthodox,Arm Ball,Off stump,Full,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Off-side,Right Arm Medium
Avishka Fernando,Batsman,1,29,34,85.29,England,Jacks,Right Arm Off Spin,Arm Ball,Middle stump,Full,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,Spin,Right Arm Medium
Pathum Nissanka,Batsman,1,14,13,107.69,India,Siraj,Right Arm Fast,Yorker,Wide,Full,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Spin,Right Arm Mystery
Kusal mendis,Batsman,3,67,95,70.52,Australia,Ellis,Right Arm Fast,Slower Ball,Wide,Good length,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,On-side,Right Arm Mystery
Kusal mendis,Batsman,4,20,25,80.0,England,Topley,Left Arm Medium,Cutter,Off stump,Good length,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Pace,Right Arm Off Spin
Dananjaya De Silva,All-rounder,5,8,10,80.0,Australia,Ellis,Right Arm Fast,Slower Ball,Off stump,Short,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,On-side,Right Arm Off Spin
Charith Asalanka,All-rounder,4,23,28,82.14,Australia,Zampa,Right Arm Leg Spin,Topspin,Middle stump,Good length,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Off-side,Right Arm Leg Spin
Pathum Nissanka,Batsman,3,10,13,76.92,England,Jacks,Right Arm Off Spin,Arm Ball,Middle stump,Short,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Spin,Right Arm Mystery
Pathum Nissanka,Batsman,1,104,113,92.03,India,Thakur,Right Arm Medium,Slower Ball,Leg stump,Yorker,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Spin,Right Arm Fast
Kusal mendis,Batsman,3,56,22,254.54,India,Bishnoi,Right Arm Leg Spin,Topspin,Off stump,Yorker,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,On-side,Right Arm Mystery
Dananjaya De Silva,All-rounder,6,74,84,88.09,Australia,Zampa,Right Arm Leg Spin,Slider,Leg stump,Yorker,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,On-side,Right Arm Mystery
Kusal mendis,Batsman,3,20,22,90.9,Australia,Head,Right Arm Off Spin,Arm Ball,Leg stump,Good length,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,On-side,Left Arm Chinaman
Dananjaya De Silva,All-rounder,7,22,36,61.11,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Wide,Short,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Pace,Left Arm Chinaman
Avishka Fernando,Batsman,1,20,17,117.64,England,Jacks,Right Arm Off Spin,Off Break,Off stump,Good length,Run Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Off-side,Left Arm Medium
Kusal mendis,Batsman,3,3,13,23.07,Australia,Stoinis,Right Arm Medium,Slower Ball,Wide,Short,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,On-side,Left Arm Orthodox
Pathum Nissanka,Batsman,1,36,28,128.57,Pakistan,Haris,Right Arm Fast,Yorker,Middle stump,Full,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Pace,Right Arm Mystery
Sadeera samarawickrama,Batsman,4,14,31,45.16,Pakistan,Wasim Jr,Left Arm Medium,Swing,Middle stump,Short,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,On-side,Left Arm Orthodox
Oshada fernando,Batsman,3,25,44,56.81,Pakistan,Nawaz,Left Arm Orthodox,Drift,Off stump,Full,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Spin,Left Arm Medium
Kusal mendis,Batsman,3,2,4,50.0,Australia,Agar,Left Arm Spin,Standard,Leg stump,Yorker,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,On-side,Right Arm Medium
Dananjaya De Silva,All-rounder,6,46,59,77.96,India,Chahal,Right Arm Leg Spin,Topspin,Middle stump,Yorker,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Short Ball,Right Arm Mystery
Kusal mendis,Batsman,3,19,48,39.58,England,Wood,Right Arm Fast,Slower Ball,Middle stump,Bouncer,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Pace,Left Arm Medium
Dananjaya De Silva,All-rounder,6,102,131,77.86,South Africa,Fortuin,Left Arm Orthodox,Arm Ball,Leg stump,Bouncer,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Pace,Right Arm Off Spin
Kusal mendis,Batsman,4,0,1,0.0,England,Rashid,Right Arm Leg Spin,Topspin,Off stump,Bouncer,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Spin,Left Arm Wrist Spin
Avishka Fernando,Batsman,1,9,15,60.0,Bangladesh,Taijul,Left Arm Orthodox,Drift,Leg stump,Full,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Pace,Left Arm Chinaman
Kusal mendis,Batsman,3,14,21,66.66,Bangladesh,Shoriful,Left Arm Fast,Bouncer,Middle stump,Good length,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Off-side,Left Arm Orthodox
Kusal mendis,Batsman,4,56,84,66.66,South Africa,Hendricks,Left Arm Medium,Swing,Off stump,Good length,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Short Ball,Left Arm Orthodox
Avishka Fernando,Batsman,2,0,2,0.0,Pakistan,Usama Mir,Right Arm Leg Spin,Slider,Wide,Short,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Off-side,Left Arm Fast
Kusal mendis,Batsman,4,54,58,93.1,England,Jacks,Right Arm Off Spin,Arm Ball,Middle stump,Full,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,On-side,Right Arm Fast
Kusal mendis,Batsman,3,6,7,85.71,India,Kuldeep,Left Arm Wrist Spin,Googly,Leg stump,Full,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Spin,Right Arm Medium
Kusal mendis,Batsman,3,143,128,111.71,South Africa,Maharaj,Left Arm Orthodox,Drift,Leg stump,Yorker,Run Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Off-side,Left Arm Medium
Avishka Fernando,Batsman,1,23,26,88.46,England,Woakes,Right Arm Medium,Slower Ball,Leg stump,Bouncer,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Spin,Left Arm Medium
Kusal mendis,Batsman,3,14,13,107.69,India,Thakur,Right Arm Medium,Knuckle Ball,Middle stump,Full,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Off-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,5,39,140,27.85,Pakistan,Haris,Right Arm Fast,Yorker,Off stump,Good length,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Off-side,Left Arm Orthodox
Kusal mendis,Batsman,3,11,10,110.0,Australia,Head,Right Arm Off Spin,Off Break,Leg stump,Full,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Spin,Right Arm Mystery
Pathum Nissanka,Batsman,3,8,16,50.0,South Africa,Ngidi,Right Arm Fast,Bouncer,Middle stump,Bouncer,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Off-side,Left Arm Fast
Dananjaya De Silva,All-rounder,7,37,63,58.73,South Africa,Ngidi,Right Arm Fast,Bouncer,Off stump,Good length,Caught,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Pace,Left Arm Orthodox
Dananjaya De Silva,All-rounder,4,22,42,52.38,South Africa,Magala,Right Arm Fast,Slower Ball,Wide,Good length,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,On-side,Left Arm Orthodox
